GENE,GENEID,GENEFULLNAME,MGOX,MGOY,MGOZ,GA,CLUSTER
Hivep1,110521,human immunodeficiency virus type I enhancer binding protein 1,0.1830,0.6407,0.7457,0.4371,9
Csnk1a1,93687,casein kinase 1 alpha 1,0.0298,0.0865,0.9958,0.4356,9
Gsk3b,56637,glycogen synthase kinase 3 beta,0.1930,0.5416,0.8182,0.4333,9
Grin2b,14812,glutamate receptor ionotropic NMDA2B (epsilon 2),0.0187,0.2202,0.9753,0.4271,9
Cbln3,56410,cerebellin 3 precursor protein,0.4170,0.4520,0.7886,0.4231,9
Gabbr2,242425,gamma-aminobutyric acid (GABA) B receptor 2,0.6308,0.3893,0.6713,0.4210,9
Rheb,19744,Ras homolog enriched in brain,0.0584,0.1945,0.9792,0.4123,9
Necab2,117148,N-terminal EF-hand calcium binding protein 2,0.4731,0.3948,0.7876,0.4032,9
Cntn1,12805,contactin 1,0.7277,0.4206,0.5418,0.4013,9
Peg12,27412,paternally expressed 12,0.5150,0.4063,0.7548,0.3994,9
Actb,11461,actin beta,0.5113,0.4155,0.7523,0.3980,9
Syt1,20979,synaptotagmin I,0.0423,0.1584,0.9865,0.3938,9
Hoxc8,15426,homeobox C8,0.6706,0.0669,0.7388,0.3920,9
Pcdh11x,245578,protocadherin 11 X-linked,0.4377,0.2418,0.8660,0.3892,9
Tac1,21333,tachykinin 1,0.1640,0.1124,0.9800,0.3882,9
Gjd2,14617,gap junction protein delta 2,0.4744,0.3294,0.8164,0.3874,9
Hsf1,15499,heat shock factor 1,0.1668,0.5807,0.7969,0.3869,9
Crh,12918,corticotropin releasing hormone,0.7948,0.5453,0.2664,0.3858,9
Rac1,19353,RAS-related C3 botulinum substrate 1,0.1913,0.0814,0.9781,0.3839,9
Snca,20617,synuclein alpha,0.4643,0.2239,0.8569,0.3836,9
Clu,12759,clusterin,0.1830,0.1040,0.9776,0.3816,9
Bmpr2,12168,bone morphogenic protein receptor type II (serine/threonine kinase),0.5283,0.3177,0.7874,0.3771,9
Itga3,16400,integrin alpha 3,0.4894,0.4696,0.7348,0.3739,9
Cd47,16423,CD47 antigen (Rh-related antigen integrin-associated signal transducer),0.0993,0.0209,0.9948,0.3732,9
Fxyd6,59095,FXYD domain-containing ion transport regulator 6,0.3346,0.3109,0.8896,0.3700,9
Gria4,14802,glutamate receptor ionotropic AMPA4 (alpha 4),0.5580,0.3296,0.7616,0.3548,9
Inha,16322,inhibin alpha,0.4082,0.2973,0.8631,0.3461,9
Anxa4,11746,annexin A4,0.0070,0.0567,0.9984,0.3456,9
Jun,16476,Jun oncogene,0.2931,0.6070,0.7387,0.3417,9
Mgat5b,268510,mannoside acetylglucosaminyltransferase 5 isoenzyme B,0.3795,0.3726,0.8468,0.3375,9
Dtx3,80904,deltex 3 homolog (Drosophila),0.4668,0.2940,0.8341,0.3348,9
Rhox12,382282,reproductive homeobox 12,0.4359,0.3187,0.8417,0.3313,9
Gria1,14799,glutamate receptor ionotropic AMPA1 (alpha 1),0.3091,0.4427,0.8417,0.3220,9
Nsd1,18193,nuclear receptor-binding SET-domain protein 1,0.2258,0.2950,0.9284,0.3147,9
Six3,20473,sine oculis-related homeobox 3 homolog (Drosophila),0.1497,0.1820,0.9718,0.3091,9
Evx1,14028,even skipped homeotic gene 1 homolog,0.3320,0.2692,0.9040,0.3051,9
Abtb1,80283,ankyrin repeat and BTB (POZ) domain containing 1,0.3327,0.2925,0.8965,0.3023,9
Psenen,66340,presenilin enhancer 2 homolog (C. elegans),0.4331,0.2464,0.8670,0.3002,9
Ddr1,12305,discoidin domain receptor family member 1,0.4082,0.2210,0.8857,0.2983,9
Pten,19211,phosphatase and tensin homolog,0.3213,0.2687,0.9080,0.2973,9
Ece2,107522,endothelin converting enzyme 2,0.3198,0.2409,0.9163,0.2947,9
C230009H10Rik,320399,RIKEN cDNA C230009H10 gene,0.3163,0.2408,0.9176,0.2912,9
Apba2,11784,amyloid beta (A4) precursor protein-binding family A member 2,0.4387,0.2095,0.8738,0.2897,9
Csnk2b,13001,casein kinase 2 beta polypeptide,0.3291,0.2867,0.8997,0.2857,9
Ntng2,171171,netrin G2,0.4154,0.3928,0.8204,0.2844,9
Camta2,216874,calmodulin binding transcription activator 2,0.2760,0.2006,0.9400,0.2816,9
Apoe,11816,apolipoprotein E,0.0669,0.4735,0.8783,0.2772,9
Cdh12,215654,cadherin 12,0.3664,0.1442,0.9192,0.2689,9
Cdk5,12568,cyclin-dependent kinase 5,0.2934,0.2724,0.9164,0.2657,9
Whrn,73750,whirlin,0.4503,0.2820,0.8472,0.2583,9
Kit,16590,kit oncogene,0.4268,0.1517,0.8915,0.2573,9
Lgi2,246316,leucine-rich repeat LGI family member 2,0.1700,0.0165,0.9853,0.2564,9
Lass4,67260,LAG1 homolog ceramide synthase 4,0.4376,0.1998,0.8767,0.2532,9
Bmp3,110075,bone morphogenetic protein 3,0.2068,0.1705,0.9634,0.2461,9
Baiap3,545192,BAI1-associated protein 3,0.2207,0.2418,0.9449,0.2451,9
Sema4f,20355,sema domain immunoglobulin domain (Ig) TM domain and short cytoplasmic domain,0.2380,0.1653,0.9571,0.2451,9
Adnp,11538,activity-dependent neuroprotective protein,0.1712,0.2267,0.9588,0.2440,9
Cdc42,12540,cell division cycle 42 homolog (S. cerevisiae),0.0177,0.0091,0.9998,0.2410,9
Ngef,53972,neuronal guanine nucleotide exchange factor,0.2891,0.1277,0.9488,0.2400,9
Chrnb2,11444,cholinergic receptor nicotinic beta polypeptide 2 (neuronal),0.1788,0.3261,0.9283,0.2360,9
Grm5,108071,glutamate receptor metabotropic 5,0.1624,0.3359,0.9278,0.2314,9
Nr1i2,18171,nuclear receptor subfamily 1 group I member 2,0.1392,0.2551,0.9569,0.2284,9
Gfra2,14586,glial cell line derived neurotrophic factor family receptor alpha 2,0.3379,0.0671,0.9388,0.2267,9
Klf7,93691,Kruppel-like factor 7 (ubiquitous),0.3566,0.3531,0.8650,0.2220,9
Mtor,56717,mechanistic target of rapamycin (serine/threonine kinase),0.1671,0.1204,0.9786,0.2207,9
Barx2,12023,BarH-like homeobox 2,0.0736,0.0397,0.9965,0.2146,9
Kcna2,16490,potassium voltage-gated channel shaker-related subfamily member 2,0.4744,0.1448,0.8683,0.2144,9
Hdac6,15185,histone deacetylase 6,0.1455,0.0599,0.9875,0.2139,9
Camk4,12326,calcium/calmodulin-dependent protein kinase IV,0.0750,0.0843,0.9936,0.2116,9
Cadps2,320405,Ca2+-dependent activator protein for secretion 2,0.2268,0.2216,0.9484,0.2105,9
Ppp1r1b,19049,protein phosphatase 1 regulatory (inhibitor) subunit 1B,0.3834,0.3430,0.8575,0.2095,9
Scarb1,20778,scavenger receptor class B member 1,0.1595,0.1601,0.9741,0.2058,9
Hnf1a,21405,HNF1 homeobox A,0.2851,0.1785,0.9417,0.2026,9
Cbln2,12405,cerebellin 2 precursor protein,0.2983,0.0670,0.9521,0.1975,9
Mapk10,26414,mitogen-activated protein kinase 10,0.3818,0.0094,0.9242,0.1951,9
Lhx6,16874,LIM homeobox protein 6,0.2377,0.0790,0.9681,0.1916,9
Amhr2,110542,anti-Mullerian hormone type 2 receptor,0.1431,0.1330,0.9807,0.1855,9
Efemp1,216616,epidermal growth factor-containing fibulin-like extracellular matrix protein 1,0.2740,0.0250,0.9614,0.1838,9
Pcdh10,18526,protocadherin 10,0.0469,0.2636,0.9635,0.1818,9
App,11820,amyloid beta (A4) precursor protein,0.4916,0.2905,0.8209,0.1776,9
Penk,18619,preproenkephalin,0.0557,0.5454,0.8363,0.1760,9
Cited1,12705,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1,0.1651,0.0541,0.9848,0.1687,9
Grik1,14805,glutamate receptor ionotropic kainate 1,0.4155,0.1214,0.9014,0.1594,9
Sema7a,20361,sema domain immunoglobulin domain (Ig) and GPI membrane anchor (semaphorin) 7A,0.2594,0.0464,0.9646,0.1567,9
Ly6h,23934,lymphocyte antigen 6 complex locus H,0.2317,0.3315,0.9146,0.1546,9
Fgf17,14171,fibroblast growth factor 17,0.5974,0.4169,0.6850,0.1533,9
Lmo4,16911,LIM domain only 4,0.5669,0.2352,0.7895,0.1486,9
Nrip3,78593,nuclear receptor interacting protein 3,0.3630,0.1395,0.9213,0.1473,9
Arhgef25,52666,Rho guanine nucleotide exchange factor (GEF) 25,0.3125,0.0036,0.9499,0.1301,9
Grm4,268934,glutamate receptor metabotropic 4,0.3998,0.4121,0.8188,0.1272,9
Mpped1,223726,metallophosphoesterase domain containing 1,0.3414,0.1307,0.9308,0.1215,9
Adcyap1,11516,adenylate cyclase activating polypeptide 1,0.0323,0.6702,0.7415,0.1140,9
Sema4g,26456,sema domain immunoglobulin domain (Ig) transmembrane domain (TM) and short cytoplasmic domain (semaphorin) 4G,0.2909,0.0109,0.9567,0.0974,9
Csdc2,105859,cold shock domain containing C2 RNA binding,0.3921,0.2102,0.8956,0.0969,9
Spen,56381,SPEN homolog transcriptional regulator (Drosophila),0.0999,0.3031,0.9477,0.0824,9
Ncam1,17967,neural cell adhesion molecule 1,0.1775,0.2257,0.9579,0.0748,9
Tubb3,22152,tubulin beta 3 class III,0.4768,0.4154,0.7747,0.0000,9
 ,, ,,,,,
Bcl2l11,12125,BCL2-like 11 (apoptosis facilitator),0.0842,0.0220,0.9962,0.8984,10
Bcl2,12043,B cell leukemia/lymphoma 2,0.4088,0.3356,0.8487,0.8600,10
Foxd4,14237,forkhead box D4,0.3560,0.2976,0.8858,0.8361,10
Hoxb6,15414,homeobox B6,0.4633,0.3082,0.8309,0.8314,10
Hmgxb4,70823,HMG box domain containing 4,0.5208,0.4672,0.7145,0.8311,10
Unc5c,22253,unc-5 homolog C (C. elegans),0.4224,0.3680,0.8283,0.8026,10
Cdx1,12590,caudal type homeobox 1,0.8232,0.5567,0.1116,0.7930,10
Rapgef1,107746,Rap guanine nucleotide exchange factor (GEF) 1,0.4077,0.3347,0.8496,0.7896,10
Dtx1,14357,deltex 1 homolog (Drosophila),0.7046,0.6932,0.1519,0.7809,10
Hoxc4,15423,homeobox C4,0.7239,0.6842,0.0882,0.7468,10
Hdc,15186,histidine decarboxylase,0.3340,0.1847,0.9243,0.7372,10
Glp1r,14652,glucagon-like peptide 1 receptor,0.7752,0.6289,0.0590,0.7370,10
Chrna6,11440,cholinergic receptor nicotinic alpha polypeptide 6,0.2823,0.2193,0.9339,0.7311,10
Lrp8,16975,low density lipoprotein receptor-related protein 8 apolipoprotein e receptor,0.4165,0.3869,0.8227,0.7288,10
Cdh24,239096,cadherin-like 24,0.4357,0.3994,0.8066,0.7245,10
Fat3,270120,FAT tumor suppressor homolog 3 (Drosophila),0.2097,0.2355,0.9490,0.7142,10
Scube1,64706,signal peptide CUB domain EGF-like 1,0.7033,0.7108,0.0124,0.7091,10
Pcdhb4,93875,protocadherin beta 4,0.6895,0.4869,0.5361,0.6941,10
Sox13,20668,SRY-box containing gene 13,0.5723,0.4651,0.6754,0.6896,10
Fstl1,14314,follistatin-like 1,0.7706,0.5624,0.2998,0.6840,10
Rorc,19885,RAR-related orphan receptor gamma,0.7570,0.5412,0.3661,0.6716,10
Zkscan1,74570,zinc finger with KRAB and SCAN domains 1,0.1409,0.1557,0.9777,0.6697,10
Gsx2,14843,GS homeobox 2,0.3474,0.2394,0.9066,0.6566,10
Ppp3r2,19059,protein phosphatase 3 regulatory subunit B alpha isoform (calcineurin B type II),0.6617,0.5251,0.5352,0.6557,10
Rhoa,11848,ras homolog gene family member A,0.8053,0.5617,0.1895,0.6534,10
Msx3,17703,homeobox msh-like 3,0.5837,0.4521,0.6745,0.6532,10
Sema5b,20357,sema domain seven thrombospondin repeats (type 1 and type 1-like) transmembrane domain (TM) and short cytoplasmic domain (semaphorin) 5B,0.4726,0.4032,0.7836,0.6465,10
Insl6,27356,insulin-like 6,0.6262,0.5520,0.5505,0.6422,10
Atxn1,20238,ataxin 1,0.1525,0.2611,0.9532,0.6401,10
Zhx3,320799,zinc fingers and homeoboxes 3,0.3453,0.3629,0.8655,0.6356,10
Cdh6,12563,cadherin 6,0.3919,0.4218,0.8176,0.6324,10
Srebf2,20788,sterol regulatory element binding factor 2,0.5983,0.4980,0.6277,0.6309,10
Nr0b1,11614,nuclear receptor subfamily 0 group B member 1,0.1474,0.2316,0.9616,0.6242,10
Chrna7,11441,cholinergic receptor nicotinic alpha polypeptide 7,0.5740,0.4921,0.6545,0.6208,10
Hoxd13,15433,homeobox D13,0.4857,0.2758,0.8295,0.6205,10
Rest,19712,RE1-silencing transcription factor,0.4240,0.3649,0.8289,0.6197,10
Hoxa1,15394,homeobox A1,0.2699,0.4174,0.8677,0.6163,10
Nfxl1,100978,nuclear transcription factor X-box binding-like 1,0.5185,0.3599,0.7757,0.6140,10
Ppargc1a,19017,peroxisome proliferative activated receptor gamma coactivator 1 alpha,0.6756,0.4790,0.5605,0.6133,10
Lrrtm1,74342,leucine rich repeat transmembrane neuronal 1,0.4567,0.5947,0.6617,0.6116,10
Myc,17869,myelocytomatosis oncogene,0.5701,0.4121,0.7107,0.6085,10
Ror1,26563,receptor tyrosine kinase-like orphan receptor 1,0.3713,0.2884,0.8826,0.6064,10
Trps1,83925,trichorhinophalangeal syndrome I (human),0.4774,0.2973,0.8269,0.6052,10
En2,13799,engrailed 2,0.5348,0.5101,0.6736,0.6052,10
Avpr2,12000,arginine vasopressin receptor 2,0.4729,0.4251,0.7718,0.6052,10
Fgf16,80903,fibroblast growth factor 16,0.5015,0.4209,0.7558,0.6045,10
Irs4,16370,insulin receptor substrate 4,0.5087,0.2560,0.8220,0.6027,10
Smoc2,64074,SPARC related modular calcium binding 2,0.2836,0.3352,0.8984,0.5999,10
Max,17187,Max protein,0.1164,0.1349,0.9840,0.5997,10
Bmp6,12161,bone morphogenetic protein 6,0.3597,0.3538,0.8634,0.5952,10
Foxp3,20371,forkhead box P3,0.2392,0.3565,0.9032,0.5933,10
Rxra,20181,retinoid X receptor alpha,0.0722,0.1159,0.9906,0.5919,10
Gabrg2,14406,gamma-aminobutyric acid (GABA) A receptor subunit gamma 2,0.1053,0.0909,0.9903,0.5898,10
Slc17a8,216227,solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter) member 8,0.5521,0.4448,0.7052,0.5891,10
Zfp445,235682,zinc finger protein 445,0.5644,0.6773,0.4720,0.5853,10
Gcm1,14531,glial cells missing homolog 1 (Drosophila),0.4061,0.9128,0.0425,0.5846,10
Dner,227325,delta/notch-like EGF-related receptor,0.1631,0.0959,0.9819,0.5821,10
Cxxc4,319478,CXXC finger 4,0.6041,0.4636,0.6482,0.5808,10
Fam189a2,381217,family with sequence similarity 189 member A2,0.4317,0.3024,0.8498,0.5806,10
Hoxa4,15401,homeobox A4,0.3050,0.3546,0.8839,0.5798,10
Epha5,13839,Eph receptor A5,0.5307,0.4416,0.7234,0.5783,10
Tdo2,56720,tryptophan 2 3-dioxygenase,0.3365,0.3706,0.8657,0.5653,10
Vat1,26949,vesicle amine transport protein 1 homolog (T californica),0.4861,0.2232,0.8449,0.5648,10
Angptl6,70726,angiopoietin-like 6,0.7904,0.2047,0.5774,0.5635,10
Chrm1,12669,cholinergic receptor muscarinic 1 CNS,0.0019,0.1266,0.9920,0.5608,10
Pou2f1,18986,POU domain class 2 transcription factor 1,0.4522,0.5142,0.7287,0.5603,10
Foxi1,14233,forkhead box I1,0.5174,0.5695,0.6388,0.5536,10
Dsp,109620,desmoplakin,0.3695,0.1974,0.9080,0.5536,10
Trpc6,22068,transient receptor potential cation channel subfamily C member 6,0.5590,0.3975,0.7277,0.5532,10
Dcun1d4,100737,DCN1 defective in cullin neddylation 1 domain containing 4 (S. cerevisiae),0.5209,0.5764,0.6296,0.5507,10
Cdh4,12561,cadherin 4,0.3217,0.3555,0.8776,0.5496,10
Hlx,15284,H2.0-like homeobox,0.4720,0.4256,0.7720,0.5487,10
Sema3c,20348,sema domain immunoglobulin domain (Ig) short basic domain secreted (semaphorin) 3C,0.5101,0.3640,0.7793,0.5482,10
Myf6,17878,myogenic factor 6,0.8340,0.3821,0.3979,0.5470,10
Lcor,212391,ligand dependent nuclear receptor corepressor,0.5468,0.6274,0.5545,0.5463,10
Trp53i11,277414,transformation related protein 53 inducible protein 11,0.3108,0.4159,0.8546,0.5411,10
Zhx1,22770,zinc fingers and homeoboxes 1,0.5547,0.4940,0.6696,0.5407,10
Per2,18627,period homolog 2 (Drosophila),0.3962,0.3558,0.8464,0.5389,10
Pknox2,208076,Pbx/knotted 1 homeobox 2,0.1263,0.2467,0.9608,0.5360,10
Hsd11b1,15483,hydroxysteroid 11-beta dehydrogenase 1,0.5002,0.4222,0.7560,0.5299,10
Wnt4,22417,wingless-related MMTV integration site 4,0.2782,0.3790,0.8826,0.5291,10
Accn1,11418,amiloride-sensitive cation channel 1 neuronal (degenerin),0.0674,0.3444,0.9364,0.5280,10
Csnk1d,104318,casein kinase 1 delta,0.2329,0.7871,0.5711,0.5249,10
Gfra1,14585,glial cell line derived neurotrophic factor family receptor alpha 1,0.4573,0.3398,0.8218,0.5228,10
Dmrtb1,56296,DMRT-like family B with proline-rich C-terminal 1,0.5752,0.6057,0.5499,0.5227,10
Elf1,13709,E74-like factor 1,0.0400,0.0983,0.9943,0.5195,10
Csf1r,12978,colony stimulating factor 1 receptor,0.5034,0.4276,0.7509,0.5193,10
Myt1l,17933,myelin transcription factor 1-like,0.0562,0.1297,0.9900,0.5163,10
Sncg,20618,synuclein gamma,0.0929,0.3991,0.9122,0.5108,10
Etv1,14009,ets variant gene 1,0.0876,0.2268,0.9700,0.5100,10
Th,21823,tyrosine hydroxylase,0.3289,0.2874,0.8996,0.5072,10
Ahi1,52906,Abelson helper integration site 1,0.0754,0.1663,0.9832,0.4976,10
Bmp7,12162,bone morphogenetic protein 7,0.2887,0.3615,0.8866,0.4969,10
Gap43,14432,growth associated protein 43,0.3904,0.2974,0.8713,0.4949,10
Mfge8,17304,milk fat globule-EGF factor 8 protein,0.4354,0.5055,0.7449,0.4937,10
Pkd1,18763,polycystic kidney disease 1 homolog,0.5429,0.0386,0.8389,0.4918,10
Fndc3a,319448,fibronectin type III domain containing 3A,0.3885,0.4364,0.8116,0.4864,10
Lepr,16847,leptin receptor,0.1106,0.2579,0.9598,0.4860,10
Slit1,20562,slit homolog 1 (Drosophila),0.3480,0.3051,0.8864,0.4786,10
Tle1,21885,transducin-like enhancer of split 1 homolog of Drosophila E(spl),0.2278,0.2685,0.9360,0.4761,10
Sema6b,20359,sema domain transmembrane domain (TM) and cytoplasmic domain (semaphorin) 6B,0.3795,0.4835,0.7888,0.4630,10
Tcf20,21411,transcription factor 20,0.3553,0.4260,0.8320,0.4605,10
Tsc22d1,21807,TSC22 domain family member 1,0.5071,0.3479,0.7886,0.4585,10
Efnb2,13642,ephrin B2,0.6497,0.4743,0.5940,0.4553,10
Nr1h2,22260,nuclear receptor subfamily 1 group H member 2,0.5490,0.2462,0.7987,0.4523,10
Astn2,56079,astrotactin 2,0.3676,0.5649,0.7388,0.4484,10
Hoxa11,15396,homeobox A11,0.1330,0.4098,0.9024,0.4454,10
Pax4,18506,paired box gene 4,0.7831,0.2808,0.5550,0.4431,10
Kcnip2,80906,Kv channel-interacting protein 2,0.2233,0.3076,0.9249,0.4375,10
Ss18l1,269397,synovial sarcoma translocation gene on chromosome 18-like 1,0.5044,0.3910,0.7699,0.4362,10
Irx5,54352,Iroquois related homeobox 5 (Drosophila),0.3674,0.1497,0.9179,0.4256,10
Foxn1,15218,forkhead box N1,0.3524,0.5480,0.7586,0.3994,10
Ctnnb1,12387,catenin (cadherin associated protein) beta 1,0.3403,0.4176,0.8425,0.3919,10
Rptor,74370,regulatory associated protein of MTOR complex 1,0.3035,0.2090,0.9296,0.3755,10
Elk1,13712,ELK1 member of ETS oncogene family,0.2578,0.3401,0.9044,0.3731,10
Mta1,116870,metastasis associated 1,0.9685,0.1398,0.2058,0.3645,10
Nr3c1,14815,nuclear receptor subfamily 3 group C member 1,0.1483,0.3932,0.9074,0.3621,10
Hap1,15114,huntingtin-associated protein 1,0.2618,0.3837,0.8856,0.3591,10
Phb2,12034,prohibitin 2,0.0170,0.1997,0.9797,0.3517,10
Cebpa,12606,CCAAT/enhancer binding protein (C/EBP) alpha,0.4264,0.0610,0.9025,0.3501,10
Hmgb3,15354,high mobility group box 3,0.1314,0.3111,0.9413,0.3469,10
Jund,16478,Jun proto-oncogene related gene d,0.4625,0.4988,0.7330,0.3285,10
Tpd52l1,21987,tumor protein D52-like 1,0.4556,0.2169,0.8633,0.3247,10
Csnk1e,27373,casein kinase 1 epsilon,0.8934,0.0679,0.4441,0.3182,10
Deaf1,54006,deformed epidermal autoregulatory factor 1 (Drosophila),0.2839,0.4650,0.8385,0.3145,10
Aplp1,11803,amyloid beta (A4) precursor-like protein 1,0.1737,0.2256,0.9586,0.3141,10
Tsc1,64930,tuberous sclerosis 1,0.7662,0.1724,0.6190,0.3113,10
Celsr3,107934,cadherin EGF LAG seven-pass G-type receptor 3 (flamingo homolog Drosophila),0.2730,0.1950,0.9420,0.3063,10
Bmp1,12153,bone morphogenetic protein 1,0.0714,0.1064,0.9918,0.2971,10
Arnt2,11864,aryl hydrocarbon receptor nuclear translocator 2,0.0653,0.3213,0.9447,0.2929,10
Pgr,18667,progesterone receptor,0.2944,0.2091,0.9325,0.2763,10
Barhl2,104382,BarH-like 2 (Drosophila),0.0223,0.2817,0.9593,0.2680,10
Grin2a,14811,glutamate receptor ionotropic NMDA2A (epsilon 1),0.0045,0.0067,1.0000,0.2447,10
Trim28,21849,tripartite motif-containing 28,0.1457,0.1320,0.9805,0.2430,10
Tacr3,21338,tachykinin receptor 3,0.1995,0.1679,0.9654,0.2287,10
Zbtb16,235320,zinc finger and BTB domain containing 16,0.2190,0.3809,0.8983,0.2044,10
Ucn3,83428,urocortin 3,0.3581,0.1301,0.9246,0.1957,10
Gm1441,384670,gene model 1441 (NCBI),0.0641,0.2343,0.9701,0.1842,10
Thra,21833,thyroid hormone receptor alpha,0.1996,0.0709,0.9773,0.1742,10
Agtr1a,11607,angiotensin II receptor type 1a,0.0734,0.0194,0.9971,0.1645,10
Efna3,13638,ephrin A3,0.0987,0.1126,0.9887,0.1571,10
Nfat5,54446,nuclear factor of activated T cells 5,0.6028,0.3001,0.7393,0.1483,10
Vip,22353,vasoactive intestinal polypeptide,0.2337,0.1443,0.9615,0.1419,10
Foxk1,17425,forkhead box K1,0.0782,0.0294,0.9965,0.1400,10
Ncor1,20185,nuclear receptor co-repressor 1,0.3823,0.2691,0.8840,0.0730,10
