GENE,GENEID,GENEFULLNAME,GA,MGOX,MGOY,MGOZ,CLUSTER
Mesp1,17292,mesoderm_posterior_1,0.6718,0.0041,0.0058,1.0000,8
Ntrk1,18211,neurotrophic_tyrosine_kinase__receptor__type_1,0.6273,0.0856,0.1302,0.9878,8
Bcor,71458,BCL6_interacting_corepressor,0.6251,0.1754,0.5372,0.8250,8
Plxnb1,235611,plexin_B1,0.6210,0.2024,0.5303,0.8233,8
Plxna3,18846,plexin_A3,0.6140,0.1504,0.4618,0.8741,8
Cdon,57810,cell_adhesion_molecule-related/down-regulated_by_oncogenes,0.6107,0.0603,0.1627,0.9848,8
Rln1,19773,relaxin_1,0.6058,0.2099,0.6991,0.6836,8
Taf9,108143,TAF9_RNA_polymerase_II__TATA_box_binding_protein_(TBP)-associated_factor,0.5973,0.1243,0.3962,0.9097,8
Dsp,109620,desmoplakin,0.5951,0.0817,0.3402,0.9368,8
Hbegf,15200,heparin-binding_EGF-like_growth_factor,0.5760,0.1554,0.3677,0.9169,8
Sox9,20682,SRY-box_containing_gene_9,0.5665,0.1465,0.5141,0.8451,8
Erbb2,13866,v-erb-b2_erythroblastic_leukemia_viral_oncogene_homolog_2__neuro/glioblastoma_derived_oncogene_homolog_(avian),0.5604,0.1910,0.6927,0.6955,8
Sema6c,20360,sema_domain__transmembrane_domain_(TM)__and_cytoplasmic_domain__(semaphorin)_6C,0.5357,0.1987,0.7088,0.6769,8
Ednrb,13618,endothelin_receptor_type_B,0.5319,0.1514,0.3515,0.9239,8
Nrp1,18186,neuropilin_1,0.5239,0.1443,0.3816,0.9130,8
Wnt3a,22416,wingless-related_MMTV_integration_site_3A,0.5164,0.1756,0.3411,0.9235,8
Egfr,13649,epidermal_growth_factor_receptor,0.5159,0.2434,0.6045,0.7585,8
Hmgb1,15289,high_mobility_group_box_1,0.5128,0.1269,0.4662,0.8755,8
E2f5,13559,E2F_transcription_factor_5,0.5050,0.0941,0.1116,0.9893,8
Dcc,13176,deleted_in_colorectal_carcinoma,0.4991,0.1802,0.4729,0.8625,8
Sema3a,20346,sema_domain__immunoglobulin_domain_(Ig)__short_basic_domain__secreted__(semaphorin)_3A,0.4941,0.1628,0.3840,0.9089,8
Foxm1,14235,forkhead_box_M1,0.4855,0.1763,0.2174,0.9600,8
Ntn1,18208,netrin_1,0.4813,0.0852,0.1550,0.9842,8
Zic4,22774,zinc_finger_protein_of_the_cerebellum_4,0.4632,0.2585,0.9581,0.1234,8
Nkd2,72293,naked_cuticle_2_homolog_(Drosophila),0.4627,0.1291,0.2513,0.9593,8
Dcx,13193,doublecortin,0.4600,0.1147,0.2363,0.9649,8
Maml1,103806,mastermind_like_1_(Drosophila),0.4574,0.2098,0.5766,0.7897,8
Loxl2,94352,lysyl_oxidase-like_2,0.4547,0.1269,0.2441,0.9614,8
Plch1,269437,phospholipase_C__eta_1,0.4516,0.1581,0.2300,0.9603,8
Nr2f1,13865,nuclear_receptor_subfamily_2__group_F__member_1,0.4510,0.1128,0.3215,0.9402,8
Dlx2,13392,distal-less_homeobox_2,0.4455,0.1840,0.3570,0.9158,8
Cnr2,12802,cannabinoid_receptor_2_(macrophage),0.4420,0.1098,0.2145,0.9705,8
LOC545810,545810,-,0.4401,0.2122,0.2980,0.9307,8
Zfhx3,11906,zinc_finger_homeobox_3,0.4358,0.1997,0.5169,0.8324,8
Pcdha7,12939,protocadherin_alpha_7,0.4320,0.1381,0.2339,0.9624,8
Sox7,20680,SRY-box_containing_gene_7,0.4307,0.3014,0.7663,0.5674,8
Oprd1,18386,opioid_receptor__delta_1,0.4273,0.1621,0.2844,0.9449,8
Tgfb1,21803,transforming_growth_factor__beta_1,0.4221,0.2319,0.5116,0.8274,8
Zfhx4,80892,zinc_finger_homeodomain_4,0.4186,0.1595,0.4086,0.8987,8
Efnb1,13641,ephrin_B1,0.4126,0.2083,0.5868,0.7825,8
Ephb2,13844,Eph_receptor_B2,0.4125,0.0897,0.1932,0.9771,8
Sox4,20677,SRY-box_containing_gene_4,0.4071,0.2286,0.4803,0.8468,8
Thbs3,21827,thrombospondin_3,0.4049,0.2338,0.6192,0.7496,8
Lhx2,16870,LIM_homeobox_protein_2,0.4022,0.1194,0.2712,0.9551,8
Smo,319757,smoothened_homolog_(Drosophila),0.4003,0.2540,0.4311,0.8658,8
Dnmt1,13433,DNA_methyltransferase_(cytosine-5)_1,0.3981,0.1640,0.3109,0.9362,8
Hes1,15205,hairy_and_enhancer_of_split_1_(Drosophila),0.3940,0.2819,0.4462,0.8494,8
Frat1,14296,frequently_rearranged_in_advanced_T_cell_lymphomas,0.3890,0.2671,0.5177,0.8128,8
Heyl,56198,hairy/enhancer-of-split_related_with_YRPW_motif-like,0.3886,0.2166,0.6085,0.7634,8
Sox11,20666,SRY-box_containing_gene_11,0.3821,0.1074,0.3499,0.9306,8
Cdh4,12561,cadherin_4,0.3814,0.2173,0.3205,0.9220,8
Fzd8,14370,frizzled_homolog_8_(Drosophila),0.3797,0.1582,0.4225,0.8924,8
Mst1,15235,macrophage_stimulating_1_(hepatocyte_growth_factor-like),0.3789,0.2460,0.3510,0.9035,8
Shbg,20415,sex_hormone_binding_globulin,0.3753,0.2334,0.5093,0.8283,8
Slc6a4,15567,solute_carrier_family_6_(neurotransmitter_transporter__serotonin)__member_4,0.3723,0.1327,0.2183,0.9668,8
Spic,20728,Spi-C_transcription_factor_(Spi-1/PU.1_related),0.3721,0.1573,0.3984,0.9036,8
Meis2,17536,Meis_homeobox_2,0.3708,0.1892,0.6311,0.7522,8
Col4a1,12826,collagen__type_IV__alpha_1,0.3632,0.2817,0.4748,0.8338,8
Sim2,20465,single-minded_homolog_2_(Drosophila),0.3573,0.0705,0.2309,0.9704,8
Nrg4,83961,neuregulin_4,0.3561,0.3047,0.6552,0.6913,8
Igf1r,16001,insulin-like_growth_factor_I_receptor,0.3526,0.2144,0.5792,0.7865,8
Tal1,21349,T_cell_acute_lymphocytic_leukemia_1,0.3486,0.1805,0.3949,0.9008,8
Chrnb4,108015,cholinergic_receptor__nicotinic__beta_polypeptide_4,0.3485,0.1647,0.1171,0.9794,8
Rhox4e,194856,reproductive_homeobox_4E,0.3465,0.1323,0.2224,0.9659,8
Hoxa6,15403,homeobox_A6,0.3449,0.2749,0.6181,0.7364,8
Ngfr,18053,nerve_growth_factor_receptor_(TNFR_superfamily__member_16),0.3400,0.2055,0.5090,0.8359,8
Foxf2,14238,forkhead_box_F2,0.3397,0.1578,0.2799,0.9470,8
Plxna4,243743,plexin_A4,0.3310,0.1940,0.2696,0.9432,8
Tbr1,21375,T-box_brain_gene_1,0.3284,0.1697,0.2733,0.9468,8
Mxd3,17121,Max_dimerization_protein_3,0.3277,0.2659,0.3577,0.8952,8
Fzd3,14365,frizzled_homolog_3_(Drosophila),0.3274,0.2672,0.4919,0.8287,8
Stat5b,20851,signal_transducer_and_activator_of_transcription_5B,0.3274,0.2383,0.5008,0.8321,8
Acvr2b,11481,activin_receptor_IIB,0.3226,0.2972,0.4562,0.8388,8
E2f7,52679,E2F_transcription_factor_7,0.3176,0.1286,0.2831,0.9504,8
Notch1,18128,notch_1,0.3112,0.3594,0.4637,0.8098,8
Pou4f3,18998,POU_domain__class_4__transcription_factor_3,0.3091,0.1806,0.4650,0.8667,8
Phox2b,18935,paired-like_homeobox_2b,0.3088,0.1764,0.3058,0.9356,8
Hdc,15186,histidine_decarboxylase,0.3047,0.2641,0.6385,0.7229,8
Cdh5,12562,cadherin_5,0.3039,0.2138,0.2844,0.9346,8
Elf5,13711,E74-like_factor_5,0.3039,0.0934,0.4498,0.8882,8
Zic2,22772,zinc_finger_protein_of_the_cerebellum_2,0.3030,0.1343,0.0875,0.9871,8
Cd24a,12484,CD24a_antigen,0.3025,0.1860,0.3912,0.9013,8
Itlnb,493583,intelectin_b,0.3017,0.1503,0.2037,0.9674,8
Prdm5,70779,PR_domain_containing_5,0.3014,0.1702,0.4718,0.8651,8
Fgfr4,14186,fibroblast_growth_factor_receptor_4,0.3003,0.2002,0.4085,0.8905,8
Lefty2,320202,left-right_determination_factor_2,0.3001,0.3488,0.8274,0.4401,8
Wdhd1,218973,WD_repeat_and_HMG-box_DNA_binding_protein_1,0.3000,0.2048,0.1868,0.9608,8
Tlr2,24088,toll-like_receptor_2,0.2993,0.1884,0.1522,0.9702,8
Plxnd1,67784,plexin_D1,0.2977,0.2804,0.3826,0.8803,8
Rhox5,18617,reproductive_homeobox_5,0.2952,0.1540,0.1508,0.9765,8
Myc,17869,myelocytomatosis_oncogene,0.2937,0.2048,0.4141,0.8869,8
Mfap4,76293,microfibrillar-associated_protein_4,0.2932,0.2370,0.3356,0.9117,8
Nkd1,93960,naked_cuticle_1_homolog_(Drosophila),0.2930,0.2982,0.3072,0.9037,8
Tnc,21923,tenascin_C,0.2928,0.2764,0.4204,0.8642,8
Hes5,15208,hairy_and_enhancer_of_split_5_(Drosophila),0.2921,0.1944,0.2461,0.9496,8
Smad9,55994,MAD_homolog_9_(Drosophila),0.2886,0.4049,0.8189,0.4067,8
Gabpa,14390,GA_repeat_binding_protein__alpha,0.2883,0.2118,0.4915,0.8447,8
Fzd1,14362,frizzled_homolog_1_(Drosophila),0.2870,0.3980,0.4506,0.7991,8
Nfya,18044,nuclear_transcription_factor-Y_alpha,0.2859,0.2985,0.7035,0.6449,8
2610109H07Rik,70433,RIKEN_cDNA_2610109H07_gene,0.2853,0.3867,0.5534,0.7377,8
Hgfac,54426,hepatocyte_growth_factor_activator,0.2842,0.1012,0.2963,0.9497,8
Nrgn,64011,neurogranin,0.2751,0.0682,0.2972,0.9524,8
Mstn,17700,myostatin,0.2743,0.2503,0.4358,0.8645,8
Igf2,16002,insulin-like_growth_factor_2,0.2724,0.2376,0.4818,0.8434,8
Npas3,27386,neuronal_PAS_domain_protein_3,0.2719,0.3652,0.5066,0.7810,8
Lhx1,16869,LIM_homeobox_protein_1,0.2703,0.1510,0.2625,0.9530,8
Slc6a2,20538,solute_carrier_family_6_(neurotransmitter_transporter__noradrenalin)__member_2,0.2686,0.1599,0.4709,0.8676,8
Grin2d,14814,glutamate_receptor__ionotropic__NMDA2D_(epsilon_4),0.2674,0.1057,0.1711,0.9796,8
Nfkbia,18035,nuclear_factor_of_kappa_light_polypeptide_gene_enhancer_in_B_cells_inhibitor__alpha,0.2663,0.1531,0.0317,0.9877,8
Lman1l,235416,lectin__mannose-binding_1_like,0.2649,0.2515,0.5994,0.7599,8
Pax3,18505,paired_box_gene_3,0.2641,0.0850,0.0749,0.9936,8
Col5a1,12831,collagen__type_V__alpha_1,0.2639,0.2384,0.3056,0.9218,8
Msx2,17702,homeobox__msh-like_2,0.2636,0.3650,0.6651,0.6514,8
Zhx2,387609,zinc_fingers_and_homeoboxes_2,0.2602,0.2302,0.3276,0.9163,8
Fzd10,93897,frizzled_homolog_10_(Drosophila),0.2600,0.3154,0.4111,0.8553,8
Gpc3,14734,glypican_3,0.2595,0.1634,0.2327,0.9587,8
Angpt4,11602,angiopoietin_4,0.2577,0.2587,0.6251,0.7364,8
Mdga1,74762,MAM_domain_containing_glycosylphosphatidylinositol_anchor_1,0.2575,0.2573,0.2784,0.9254,8
Bmp5,12160,bone_morphogenetic_protein_5,0.2569,0.1728,0.1630,0.9714,8
Nhlh2,18072,nescient_helix_loop_helix_2,0.2534,0.1816,0.2960,0.9378,8
Chl1,12661,cell_adhesion_molecule_with_homology_to_L1CAM,0.2521,0.1130,0.1309,0.9849,8
Dll3,13389,delta-like_3_(Drosophila),0.2475,0.1558,0.3481,0.9244,8
Fn1,14268,fibronectin_1,0.2457,0.2029,0.2328,0.9511,8
Rprm,67874,reprimo__TP53_dependent_G2_arrest_mediator_candidate,0.2423,0.3528,0.5277,0.7727,8
Kctd12,239217,potassium_channel_tetramerisation_domain_containing_12,0.2410,0.2118,0.3506,0.9123,8
Tox3,244579,TOX_high_mobility_group_box_family_member_3,0.2408,0.1776,0.3188,0.9310,8
Id4,15904,inhibitor_of_DNA_binding_4,0.2408,0.3075,0.3607,0.8805,8
Nnat,18111,neuronatin,0.2403,0.2219,0.3323,0.9167,8
Whsc1,107823,Wolf-Hirschhorn_syndrome_candidate_1_(human),0.2398,0.3134,0.2520,0.9156,8
Bcl11b,58208,B_cell_leukemia/lymphoma_11B,0.2375,0.1747,0.3438,0.9227,8
Casp3,12367,caspase_3,0.2367,0.2851,0.1736,0.9426,8
Rac3,170758,RAS-related_C3_botulinum_substrate_3,0.2365,0.3363,0.1554,0.9289,8
Fzd5,14367,frizzled_homolog_5_(Drosophila),0.2349,0.3486,0.4835,0.8029,8
Reln,19699,reelin,0.2321,0.1422,0.2007,0.9693,8
Smad6,17130,MAD_homolog_6_(Drosophila),0.2311,0.2254,0.3358,0.9146,8
Tek,21687,endothelial-specific_receptor_tyrosine_kinase,0.2310,0.4684,0.4392,0.7666,8
Dtx4,207521,deltex_4_homolog_(Drosophila),0.2284,0.2420,0.0886,0.9662,8
Hmx3,15373,H6_homeobox_3,0.2257,0.3255,0.4433,0.8352,8
Mst1r,19882,macrophage_stimulating_1_receptor_(c-met-related_tyrosine_kinase),0.2252,0.3560,0.4525,0.8176,8
Nos3,18127,nitric_oxide_synthase_3__endothelial_cell,0.2233,0.6853,0.6461,0.3361,8
Mest,17294,mesoderm_specific_transcript,0.2225,0.3459,0.3749,0.8601,8
Kremen1,84035,kringle_containing_transmembrane_protein_1,0.2207,0.2129,0.5074,0.8350,8
Robo1,19876,roundabout_homolog_1_(Drosophila),0.2199,0.3198,0.3440,0.8828,8
Igfbp2,16008,insulin-like_growth_factor_binding_protein_2,0.2197,0.2618,0.2638,0.9284,8
Grm3,108069,glutamate_receptor__metabotropic_3,0.2187,0.0907,0.1920,0.9772,8
Slc1a4,55963,solute_carrier_family_1_(glutamate/neutral_amino_acid_transporter)__member_4,0.2158,0.2984,0.1250,0.9462,8
Fmo1,14261,flavin_containing_monooxygenase_1,0.2146,0.5492,0.7412,0.3860,8
Csnk1g1,214897,casein_kinase_1__gamma_1,0.2144,0.2339,0.3496,0.9072,8
Fas,14102,Fas_(TNF_receptor_superfamily_member_6),0.2107,0.6738,0.5055,0.5389,8
Axl,26362,AXL_receptor_tyrosine_kinase,0.2088,0.5150,0.5136,0.6863,8
Nfatc4,73181,nuclear_factor_of_activated_T_cells__cytoplasmic__calcineurin_dependent_4,0.2067,0.3786,0.1280,0.9167,8
Sp8,320145,trans-acting_transcription_factor_8,0.2039,0.2595,0.4568,0.8509,8
Itgb3,16416,integrin_beta_3,0.2022,0.1472,0.2566,0.9552,8
Sox21,223227,SRY-box_containing_gene_21,0.2022,0.4693,0.4500,0.7597,8
Emx1,13796,empty_spiracles_homolog_1_(Drosophila),0.2002,0.1229,0.2873,0.9499,8
Dpysl5,65254,dihydropyrimidinase-like_5,0.1965,0.5024,0.3358,0.7967,8
Epha8,13842,Eph_receptor_A8,0.1945,0.1597,0.1508,0.9756,8
Emx2,13797,empty_spiracles_homolog_2_(Drosophila),0.1936,0.2506,0.4457,0.8594,8
Galr2,14428,galanin_receptor_2,0.1928,0.3875,0.1375,0.9115,8
Lhx8,16875,LIM_homeobox_protein_8,0.1903,0.1265,0.0848,0.9883,8
Ncam2,17968,neural_cell_adhesion_molecule_2,0.1812,0.1635,0.3588,0.9190,8
Pbx3,18516,pre_B_cell_leukemia_homeobox_3,0.1777,0.3352,0.2706,0.9025,8
Tfap2b,21419,transcription_factor_AP-2_beta,0.1738,0.3579,0.1115,0.9271,8
Fmr1,14265,fragile_X_mental_retardation_syndrome_1_homolog,0.1718,0.2573,0.3115,0.9147,8
Top1,21969,topoisomerase_(DNA)_I,0.1654,0.8345,0.2797,0.4747,8
Isl1,16392,ISL1_transcription_factor__LIM/homeodomain,0.1639,0.4043,0.3607,0.8405,8
Cxcr4,12767,chemokine_(C-X-C_motif)_receptor_4,0.1629,0.3524,0.1626,0.9216,8
Ube3a,22215,ubiquitin_protein_ligase_E3A,0.1590,0.3610,0.1288,0.9236,8
Hbb-b2,15130,hemoglobin__beta_adult_minor_chain,0.1475,0.4015,0.1673,0.9004,8
Rhox1,385343,reproductive_homeobox_1,0.1475,0.3832,0.0837,0.9199,8
Zic5,65100,zinc_finger_protein_of_the_cerebellum_5,0.1475,0.3191,0.3992,0.8595,8
Dnahc2,216851,dynein__axonemal__heavy_chain_2,0.1315,0.4021,0.0658,0.9132,8
Sstr2,20606,somatostatin_receptor_2,0.1298,0.4981,0.1431,0.8552,8
Hoxa2,15399,homeobox_A2,0.1284,0.2380,0.2764,0.9311,8
Pmch,110312,pro-melanin-concentrating_hormone,0.1207,0.5833,0.0932,0.8069,8
Rhox10,434769,reproductive_homeobox_10,0.1207,0.4375,0.0613,0.8971,8
Notch3,18131,notch_3,0.1187,0.2309,0.1523,0.9610,8
Tgfbr1,21812,transforming_growth_factor__beta_receptor_I,0.1163,0.7455,0.1871,-0.6397,8
Vasp,22323,vasodilator-stimulated_phosphoprotein,0.1148,0.2688,-0.0748,0.9603,8
Tcfl5,277353,transcription_factor-like_5_(basic_helix-loop-helix),0.0953,0.4775,-0.0423,0.8776,8
 ,, ,,,,,
Wnt2,22413,wingless-related_MMTV_integration_site_2,0.8344,0.0761,0.4940,0.8661,9
Pcdh18,73173,protocadherin_18,0.8100,0.1332,0.4585,0.8786,9
Gpr161,240888,G_protein-coupled_receptor_161,0.7611,0.0729,0.2237,0.9719,9
Epha7,13841,Eph_receptor_A7,0.7402,0.0710,0.4447,0.8929,9
Grp,225642,gastrin_releasing_peptide,0.6975,0.1084,0.5146,0.8505,9
Pcdh19,279653,protocadherin_19,0.6498,0.1363,0.4148,0.8996,9
Esr2,13983,estrogen_receptor_2_(beta),0.5956,0.0828,0.3190,0.9441,9
Irx3,16373,Iroquois_related_homeobox_3_(Drosophila),0.5908,0.1467,0.5353,0.8319,9
Ssrp1,20833,structure_specific_recognition_protein_1,0.5215,0.1940,0.6752,0.7117,9
Hoxd4,15436,homeobox_D4,0.5171,0.1608,0.1204,0.9796,9
Stx1a,20907,syntaxin_1A_(brain),0.5056,0.1216,0.1650,0.9788,9
Hdac2,15182,histone_deacetylase_2,0.5040,0.1598,0.5186,0.8399,9
Npy,109648,neuropeptide_Y,0.5011,0.0732,0.1235,0.9896,9
Robo3,19649,roundabout_homolog_3_(Drosophila),0.4989,0.1964,0.4191,0.8864,9
Pbrm1,66923,polybromo_1,0.4972,0.2040,0.5549,0.8065,9
Fzd2,57265,frizzled_homolog_2_(Drosophila),0.4963,0.1928,0.7348,0.6503,9
Hnrnpab,15384,heterogeneous_nuclear_ribonucleoprotein_A/B,0.4810,0.2138,0.6931,0.6884,9
Adam10,11487,a_disintegrin_and_metallopeptidase_domain_10,0.4797,0.1834,0.5582,0.8092,9
Enc1,13803,ectodermal-neural_cortex_1,0.4727,0.1004,0.3751,0.9215,9
Psd,73728,pleckstrin_and_Sec7_domain_containing,0.4672,0.1490,0.6242,0.7669,9
Dach1,13134,dachshund_1_(Drosophila),0.4558,0.1251,0.3843,0.9147,9
Rara,19401,retinoic_acid_receptor__alpha,0.4477,0.1756,0.5350,0.8264,9
Ddx5,13207,DEAD_(Asp-Glu-Ala-Asp)_box_polypeptide_5,0.4363,0.1869,0.4951,0.8485,9
Lmtk3,381983,lemur_tyrosine_kinase_3,0.4246,0.1116,0.2972,0.9483,9
Sema6a,20358,sema_domain__transmembrane_domain_(TM)__and_cytoplasmic_domain__(semaphorin)_6A,0.4236,0.1811,0.2435,0.9528,9
Bcl2,12043,B_cell_leukemia/lymphoma_2,0.4151,0.1795,0.3155,0.9318,9
Cdh7,241201,cadherin_7__type_2,0.4076,0.0784,0.2986,0.9511,9
Kcnk2,16526,potassium_channel__subfamily_K__member_2,0.4076,0.1360,0.1577,0.9781,9
Gfra1,14585,glial_cell_line_derived_neurotrophic_factor_family_receptor_alpha_1,0.4026,0.2262,0.3342,0.9150,9
Kcnip2,80906,Kv_channel-interacting_protein_2,0.3994,0.1688,0.3613,0.9170,9
Lrp8,16975,low_density_lipoprotein_receptor-related_protein_8__apolipoprotein_e_receptor,0.3964,0.1874,0.5036,0.8434,9
Fibcd1,98970,fibrinogen_C_domain_containing_1,0.3830,0.1104,0.2477,0.9625,9
Pou3f2,18992,POU_domain__class_3__transcription_factor_2,0.3753,0.2066,0.5408,0.8154,9
Sema5b,20357,sema_domain__seven_thrombospondin_repeats_(type_1_and_type_1-like)__transmembrane_domain_(TM)_and_short_cytoplasmic_domain__(semaphorin)_5B,0.3740,0.2399,0.3602,0.9015,9
Lhx4,16872,LIM_homeobox_protein_4,0.3731,0.3698,0.9181,0.1424,9
Efna5,13640,ephrin_A5,0.3610,0.2113,0.2674,0.9401,9
Nmbr,18101,neuromedin_B_receptor,0.3478,0.2127,0.1569,0.9644,9
Nr2f2,11819,nuclear_receptor_subfamily_2__group_F__member_2,0.3453,0.2287,0.3254,0.9175,9
Cdh24,239096,cadherin-like_24,0.3432,0.2254,0.3095,0.9238,9
Maz,17188,MYC-associated_zinc_finger_protein_(purine-binding_transcription_factor),0.3342,0.2220,0.3702,0.9020,9
Ptprz1,19283,protein_tyrosine_phosphatase__receptor_type_Z__polypeptide_1,0.3326,0.1814,0.3362,0.9241,9
Clock,12753,circadian_locomotor_output_cycles_kaput,0.3325,0.3997,0.7491,0.5283,9
Otp,18420,orthopedia_homolog_(Drosophila),0.3309,0.1481,0.2674,0.9521,9
Pdyn,18610,prodynorphin,0.3303,0.1377,0.1575,0.9779,9
Gdf6,242316,growth_differentiation_factor_6,0.3221,0.1890,0.4748,0.8596,9
Daam1,208846,dishevelled_associated_activator_of_morphogenesis_1,0.3144,0.3566,0.7784,0.5166,9
Fat1,14107,FAT_tumor_suppressor_homolog_1_(Drosophila),0.3113,0.2821,0.3100,0.9079,9
Gata2,14461,GATA_binding_protein_2,0.3021,0.3508,0.4358,0.8289,9
Ntrk3,18213,neurotrophic_tyrosine_kinase__receptor__type_3,0.3006,0.0639,0.1126,0.9916,9
Col23a1,237759,collagen__type_XXIII__alpha_1,0.3003,0.2020,0.3263,0.9234,9
Tox,252838,thymocyte_selection-associated_high_mobility_group_box,0.2993,0.4279,0.8653,0.2612,9
Tcf15,21407,transcription_factor_15,0.2977,0.2784,0.3285,0.9025,9
Lmx1b,16917,LIM_homeobox_transcription_factor_1_beta,0.2967,0.1470,0.2241,0.9634,9
Gata3,14462,GATA_binding_protein_3,0.2956,0.2612,0.7811,0.5671,9
Oxtr,18430,oxytocin_receptor,0.2937,0.1724,0.3048,0.9367,9
Onecut3,246086,one_cut_domain__family_member_3,0.2930,0.2466,0.4450,0.8609,9
Lmx1a,110648,LIM_homeobox_transcription_factor_1_alpha,0.2901,0.1356,0.2991,0.9445,9
Zfp207,22680,zinc_finger_protein_207,0.2859,0.1361,0.1978,0.9707,9
Lhx3,16871,LIM_homeobox_protein_3,0.2846,0.2713,0.2286,0.9350,9
Slit2,20563,slit_homolog_2_(Drosophila),0.2833,0.2081,0.3516,0.9127,9
mCG146432,627415,AB_mCG146432,0.2817,0.2631,0.6351,0.7262,9
Cxxc4,319478,CXXC_finger_4,0.2790,0.3326,0.4736,0.8155,9
Odz3,23965,odd_Oz/ten-m_homolog_3_(Drosophila),0.2778,0.2159,0.4170,0.8829,9
Arvcf,11877,armadillo_repeat_gene_deleted_in_velo-cardio-facial_syndrome,0.2703,0.1556,0.2739,0.9491,9
Acvr2a,11480,activin_receptor_IIA,0.2687,0.2518,0.4947,0.8318,9
Grik3,14807,glutamate_receptor__ionotropic__kainate_3,0.2648,0.2862,0.2514,0.9246,9
Hmgn2,15331,high_mobility_group_nucleosomal_binding_domain_2,0.2620,0.2552,0.3033,0.9181,9
B3galt2,26878,UDP-Gal:betaGlcNAc_beta_1_3-galactosyltransferase__polypeptide_2,0.2546,0.3076,0.6319,0.7114,9
Sema3f,20350,sema_domain__immunoglobulin_domain_(Ig)__short_basic_domain__secreted__(semaphorin)_3F,0.2544,0.2456,0.4094,0.8787,9
Pvrl3,58998,poliovirus_receptor-related_3,0.2519,0.2426,0.1536,0.9579,9
Cyp26b1,232174,cytochrome_P450__family_26__subfamily_b__polypeptide_1,0.2502,0.2672,0.3777,0.8866,9
Cyr61,16007,cysteine_rich_protein_61,0.2479,0.2952,0.4870,0.8220,9
Peg10,170676,paternally_expressed_10,0.2459,0.2611,0.4296,0.8645,9
Pygo1,72135,pygopus_1,0.2438,0.3724,0.5386,0.7558,9
Rapgef1,107746,Rap_guanine_nucleotide_exchange_factor_(GEF)_1,0.2436,0.2714,0.3912,0.8794,9
Epha5,13839,Eph_receptor_A5,0.2373,0.3226,0.4647,0.8246,9
Pax2,18504,paired_box_gene_2,0.2360,0.1331,0.3233,0.9369,9
Efna3,13638,ephrin_A3,0.2348,0.7745,0.6175,0.1374,9
Dab1,13131,disabled_1,0.2327,0.2528,0.3053,0.9181,9
Robo2,268902,roundabout_homolog_2_(Drosophila),0.2323,0.1098,0.1447,0.9834,9
Sema6d,214968,sema_domain__transmembrane_domain_(TM)__and_cytoplasmic_domain__(semaphorin)_6D,0.2318,0.1221,0.2437,0.9621,9
Jag2,16450,jagged_2,0.2302,0.8431,0.5040,0.1877,9
Marcksl1,17357,MARCKS-like_1,0.2286,0.2940,0.3566,0.8868,9
Plxnc1,54712,plexin_C1,0.2249,0.1385,0.1315,0.9816,9
Calcr,12311,calcitonin_receptor,0.2203,0.2887,0.4049,0.8676,9
Spen,56381,SPEN_homolog__transcriptional_regulator_(Drosophila),0.2104,0.8659,0.3852,0.3193,9
Foxa2,15376,forkhead_box_A2,0.2091,0.1937,0.3126,0.9299,9
Sema3c,20348,sema_domain__immunoglobulin_domain_(Ig)__short_basic_domain__secreted__(semaphorin)_3C,0.2073,0.2565,0.2164,0.9420,9
Mybpc1,109272,myosin_binding_protein_C__slow-type,0.2046,0.2120,0.1309,0.9685,9
Hoxa3,15400,homeobox_A3,0.2045,0.0958,0.0334,0.9948,9
Irx2,16372,Iroquois_related_homeobox_2_(Drosophila),0.2034,0.2190,0.3209,0.9215,9
Thra,21833,thyroid_hormone_receptor_alpha,0.1989,0.5328,0.6338,0.5607,9
Sox3,20675,SRY-box_containing_gene_3,0.1971,0.9264,0.3068,-0.2183,9
Axin1,12005,axin_1,0.1958,0.2064,0.3875,0.8985,9
Dvl3,13544,dishevelled_3__dsh_homolog_(Drosophila),0.1938,0.6821,0.6024,0.4146,9
Cbln2,12405,cerebellin_2_precursor_protein,0.1931,0.8949,0.1029,0.4343,9
Crx,12951,cone-rod_homeobox_containing_gene,0.1931,0.2048,0.3734,0.9048,9
Efnb2,13642,ephrin_B2,0.1900,0.8538,0.5191,0.0403,9
Slc1a3,20512,solute_carrier_family_1_(glial_high_affinity_glutamate_transporter)__member_3,0.1889,0.3452,0.0537,0.9370,9
Cadm1,54725,cell_adhesion_molecule_1,0.1827,0.1544,0.1609,0.9748,9
Esrrg,26381,estrogen-related_receptor_gamma,0.1821,0.1623,0.3285,0.9305,9
Cdk5r1,12569,cyclin-dependent_kinase_5__regulatory_subunit_1_(p35),0.1673,0.9425,0.3156,-0.1096,9
Lmo3,109593,LIM_domain_only_3,0.1650,0.1482,0.1943,0.9697,9
Gap43,14432,growth_associated_protein_43,0.1641,0.2020,0.2802,0.9385,9
Tpd52l1,21987,tumor_protein_D52-like_1,0.1522,0.2789,0.3609,0.8899,9
Apc2,23805,adenomatosis_polyposis_coli_2,0.1515,0.3727,0.4132,0.8309,9
Mfge8,17304,milk_fat_globule-EGF_factor_8_protein,0.1507,0.4247,0.5196,0.7413,9
Grik2,14806,glutamate_receptor__ionotropic__kainate_2_(beta_2),0.1442,0.2727,0.3342,0.9022,9
Atf5,107503,activating_transcription_factor_5,0.1364,0.1132,0.2381,0.9646,9
